,comment,author,date,num_likes
61,저조한 품질에 가격도 비싸고  누가사냐,@불꽃성냥,2024-08-19T04:16:16Z,0
62,나이키 다시 뜨면 아이고 나이키 그럴줄 알았어...<br>철새들은 나이키를 입고 신을 자격 들이읎다,@soulsoulsoul3339,2024-08-18T13:50:27Z,0
63,입을만한게 없어,@상일마-w5u,2024-08-18T10:20:06Z,0
64,나이키는 한정판 <br>팔아먹기로 특정고객만 노렷다<br>결국 편한신발 기능성 찾아서 <br>다떠남,@MrHj1210r,2024-08-17T16:54:22Z,0
65,"면티  한장에 5만원 인데...  한 두번 입으면 후줄근 해져서 돈아깝다는 생각들고, 좀 인기있는 신발은 할인제외 시켜서  세일도 안함.😢😢😢<br>변하지 않으면 나이키는 계속추락😢",@쫑스-u8w,2024-08-17T14:57:40Z,0
66,그럼 요즘 뭐 신어요? 궁금해서 물어봄,@Byul_E715,2024-08-13T16:27:16Z,2
67,조던때  끝난거임...,@붕산일보,2024-08-13T04:52:20Z,1
68,운빨로 조던이랑 계약해서 대박친거지<br>이제 바닥으로 떨어질때 됬지,@의랑-c2z,2024-08-12T17:47:09Z,1
69,너무비쌈,@프리건축가,2024-08-12T14:40:06Z,0
70,나이키 품질이 너무 안좋음....  예전에 나이키가 아님..,@만두떡-h6h,2024-08-12T12:17:23Z,1
71,그냥 팩토리아울렛에서 적당한거 사는게 나음,@뷰티보틀,2024-08-12T10:58:57Z,0
72,몇년을 신어도 멀쩡한데 뭐 어떻게 신으시는거지 운동용으로 신고 떨어진다고 하는건 아니겠지,@zone-o2q,2024-08-12T07:08:01Z,1
73,돈잘벌더니 풀질개판,@꿈꾸는못난이,2024-08-12T04:29:12Z,1
74,나이키 신발 저렴해서 샀었는데 발이 불편해서 이제 안 살듯 마침 브랜드 가치까지 떨어지니..,@honestegrity,2024-08-11T15:55:44Z,1
75,옷품질 최악이긴해 세탁한두번하면 다 늘어짐,@pizz807,2024-08-11T08:02:14Z,1
76,나이키 광고보면 망하자는건지 싶었음 p.c를 스포츠용품에 들이댄 값 치르는중,@땡컨이-y7q,2024-08-11T01:27:18Z,1
77,이제 뉴발.  아식스 신발이 대세지..,@광주인테리어202디자인,2024-08-10T09:26:12Z,0
78,디자인도 개똥이지  가격은 더럽게 쳐올리고 누가 사냐,@b.r.g7070,2024-08-08T06:56:45Z,1
79,사도 인터넷에서 사지ㅋㅋ 매장에서 마진 겁나 높게 파는거 사고싶지가 않음,@mjseo7005,2024-08-07T21:47:21Z,0
80,동남 아시아 에서 생산 그냥 로고만 갔다가 붙임 ㆍ 거리 나가면 흔한 중저가신발,@봄가을-p1e,2024-08-07T13:25:15Z,1
81,니네들 품질 개처럼 만들어서 시장에서 외면받는게 당연한거아니냐? 예전엔 니네꺼 비싸도 그만큼 질기고 값을한다는 인식이있었는데 지금은 무슨 중짝 베짝 이랑 다른것도없으면서 돈은 더받아쳐먹을려고만하고 그러니까 외면당하지 ㅉㅉ 잘가라 두잇 아,@또복-c9h,2024-08-07T06:30:40Z,0
82,왠지 브랜드이름도 이제는 촌스럽게느껴짐,@김상훈-m2x,2024-08-06T19:52:08Z,0
83,디자인 구리고 비싸고 질도 별로다 끝..,@제이제이-d5e,2024-08-06T18:53:46Z,0
84,전 개안적으로 프로 스펙스가 제일 좋던데요. 아니간요.저만그런가요,@서울남산타워-x8s,2024-08-05T12:20:22Z,2
85,네,@newsum6627,2024-09-03T04:18:11Z,0
86,염병하노 니들이 더 걱정된다  윤따까리로  변신한 케비씨 뉴스 처다도 안봄,@user-vs2vu1it8n,2024-08-05T07:07:11Z,0
87,"디자인은 둘째치고 , 컬러 부터가 꾸리해 !🤭🤭",@__-nf9tm,2024-08-05T03:44:14Z,3
88,어릴때부터 느꼈는데 아시아인 발에는 아식스나 프로스펙스가 솔직히 니케보다 편함,@둘기콘-t4w,2024-08-04T17:18:44Z,0
89,나이키닷컴 제품 대부분 이미지랑 실착이랑 퀄리티 차이 개심함  제품퀄을 올리던가 사진 과장을 하지말아야함,@diegokim8269,2024-08-04T14:10:30Z,1
90,그들이 멈춘 동안 다른 곳들이 많이 따라 잡았지<br>그들이 굴삭기 시켜 이상한 곳 파는 동안 다른 곳은 구슬 땀 흘려가며 제 자리 파 내려갔지.,@아불라카카불라,2024-08-04T11:07:41Z,0
91,품질이 개판.,@그날이오면-u8h,2024-08-04T03:36:14Z,0
92,홍콩에서 들어오는 짝퉁을 제대로 단속 안하더니...개망하는구나,@ksi2123,2024-08-03T15:38:19Z,0
93,뭐 그러긴한데 주말 알렛가면  대기 20~30분 하는곳은 나이키뿐이던데 ㅋㅋㅋㅋ,@satellite4968,2024-08-02T22:28:19Z,0
94,재택근무해서그래요 혁신부족,@수달이-f2d,2024-08-02T09:17:45Z,0
95,솔직히 패션으로는 모르겠는데 입고 신고 운동해보면 나이키보다 아디다스가 훨씬 좋음 나이키 품질이 너무 떨어진다.,@beckhamd8263,2024-08-02T02:59:14Z,1
96,디자인이 너무 안이쁨!! 아시아 체형에도 맞게 잘 안나오고,@분홍감자-f4f,2024-08-01T08:08:09Z,0
97,그나마 신발은 났지… 의류는 색빠짐이 너무 심해서 싼 물건이나 다를바가 없음…,@아브라카타브라-k8y,2024-07-31T21:34:52Z,0
98,어쩐지.. 몇년 전보다 품질과 디자인이 안좋아졌다고 생각한건 내 개인 생각이 아니었고만.,@ung64,2024-07-31T18:55:47Z,0
99,나이키뿐만이아닌것같음ᆢ요즘백화점물건 거의다가   시장물건같음ᆢ 마감처리,@김다온-z5w,2024-07-31T14:21:45Z,0
100,어차피 같은 동남아공장에서 만듦,@둘기콘-t4w,2024-08-04T17:19:54Z,0
101,나이키나 아디다스나 종합스포츠웨어 였는데 이제는 각종 스포츠나 운동 전문 브랜드들이 치고 올라오면서 외면 받는듯,@우명호-v1m,2024-07-31T08:24:17Z,3
102,재질이 빡,@김선생-j4s,2024-07-31T06:52:23Z,0
103,나이키가 혁신의 대명사이긴 하다. 최고액의 브랜드가 최저의 퀄리티를 보여주니. 이미 이름빨 뿐. 백화점에서 신발 샀는데 얼마 안 신고 바닥 느낌이 이상해 깔창 들춰봤더니 미드솔에 큼지막하게 구멍이 나 있는 걸 다른 소재로 때웠더라. 그러니까 제조 과정에서 문제 생겨도 알 수 없는 시스템. 나이키가 잔인하리만큼 영세 하청 공장 단가를 후려친다는 얘기. 그러니까 재료에 문제가 생겨도 버리지 않고 눈속임으로 때워서 넘기는 상황이 벌어지는 것.,@leem.j.2544,2024-07-31T02:44:58Z,0
104,안그래도 나이키는 아동노동착취의 대명사로 유명하다. 저개발 국가 노동자 가족의 피눈물을 짜내 거대한 부를 축적해온 회사로 유명하다. 나이키는 생산품만 후져빠진 게 아니라 인간 보편 윤리에서도 철저하게 함량 미달인 반인륜적이고 반환경적인 회사인 것이다.,@leem.j.2544,2024-07-31T02:51:16Z,0
105,동양인 최적화 아식스가 최고다.... 일본이 진짜 물건 잘만듦,@보헤미안랩소디-t7w,2024-07-30T18:46:34Z,1
106,나이키만 15년넘게 신다가 석달전부터 스케쳐스 울트라고  신는데 가볍고 품질좋고 발편하고<br>이제 나이키 못돌아가겠더라<br><br>스케쳐스에겐 이제 확실히 밀림,@ckkim820,2024-07-30T13:58:09Z,0
107,신발은 모르겠는데<br>옷들은 티한장도 쓸때없이 비싸드라,@whiteyj0613,2024-07-30T13:46:47Z,0
108,오 두목님 전신은 처음봐요! 180은 되실거같아요!,@Bleedk10,2023-06-26T11:49:14Z,0
109,진짜 냉장고 여러브랜드 찾아봤는데 비스포크 배껴논거 개많더라 ㅋㅋㅋ 근데 퀄리티는 떨어지고,@칼로리낮고맛있는음식,2023-03-03T23:33:49Z,0
110,플스5 구매 성공하셨네요 축하해요,@Poin7less,2023-01-08T14:00:51Z,0
111,리모컨 삐뚤게 붙어서 저같은 편집증 환자는 사용불가;,@todong1004,2022-12-06T12:37:57Z,0
112,ㅋㅋㅋ 진짜 공감 ㅋ 폰😘업 😀에서 나두 최저가로 바꿈.. 최신폰 바꾸러 요즘 누가 매장가여ㅠ 더워죽겠는데,@emrekbk2783,2022-08-23T01:33:22Z,0
113,"저두 폰💋  업  🤦 여기 알고나서 아이폰 완전 싸게바꿨어요.. 플래2스토어에 올라와있던뎅,,",@asdqw7505,2022-08-23T01:33:10Z,0
114,그냥 사람들이 폰✔업 많이 쓰구나 싶었는데 막상 휴대폰 바꾸려고 가격비교 받았더니 폰✔업에서 바꾸는이유가 있구나....,@danishzehaenarmy4071,2022-07-04T02:02:25Z,0
115,어후 이분 영상 처음보는데<br>공기청정기 리뷰 좀 보고 싶은데<br>왜이리 혼자 신나서 시끄러운 건지…<br>꼬으면 보지 않으려했는데<br>왜 추천으로 떠서…<br>관심없음 박고갑니다,@이상한-w3l,2022-05-08T17:22:06Z,0
116,업그레이드도  가능,@김지연-g9d,2022-04-29T11:27:17Z,0
117,"건강의 근본은 공기입니다. 맑은 공기환경을 만드세요. <br>집안 벽체 구멍과 미세틈에서 방출되는 시멘트라돈가스와 화학재질이나 소재에서 방출되는 화학가스를 차단 하십시오.  사람들 난치병은  혈액이 오염되고 병들고 독성화되면서 단백질세포신경이 손상되면서  발생됩니다. <br><br>벽체 콘센트구멍,tv,전화기단자 미세틈 ,인터폰배선구멍 전등스위치 버튼 미세틈, 두꺼비집커버틈, 벽체스피커,에어컨 배관구멍, 들뜬벽지,노출된 시멘트벽,금이간 벽체틈,  화분흙과 마사토 등등..   천장전기배선 구멍에서 라돈이 가장 많이 방출됩니다. <br><br>생각보다 집안 벽체에 구멍이 많고 시멘트 라돈가스가 실내로 많이 방출됩니다. <br><br>실리콘이나.. 비닐,순간접착제 등으로  막아서 방출을 줄이시면 집안공기가  훨 좋아지고 숨쉬는게 편해지고 숙면을 취하실수 있습니다.",@air5210,2022-04-15T03:41:24Z,1
118,"<a href=""https://www.youtube.com/watch?v=sWC-pp6CXpA&amp;t=55"">0:55</a> 개 혜잔데?",@junsub03,2022-03-09T11:39:40Z,0
119,아재개그 리뷰인가요?? ㅋㅋ,@hitachi5344,2022-02-27T07:40:05Z,1
120,시덥지 않은 농담은 안하는 걸로 했으면 하는 강력한 진심이 있어요.,@성훈김-w5i,2022-02-26T18:50:11Z,0
121,삼성 사지 말고 LG로 사 세요,@user-wo5wu6gp8b,2022-02-26T07:14:30Z,0
122,저기에 블루투스 스피커 내장되어있으면 가성비!!!,@닥터킬러,2022-02-18T11:31:02Z,0
123,척척렌탈에서 LG제품 최대 혜택으로 안내드리고 있습니다.,@holy1moly9,2022-02-16T02:15:35Z,0
124,저걸 진짜 배송지연으로 줬다고 믿는사람들이 많다는게 충격이다. 유튜버라서 배송지연 명분으로 준거지... 그냥 상식적으로 생각하면 바로 알텐데...,@동전치료,2022-02-14T10:57:17Z,0
125,제대로 안 알아보고 설명하고 어설픈거 좀 불편하네요.. 쓸데없는 말이 너무 많던데 아시죠?,@e찬,2022-02-12T11:27:28Z,0
126,에어컨 물 떨어지는데....,@user-wo5wu6gp8b,2022-02-09T11:22:29Z,0
127,ㅋㅋㅋ LG인데 롯데타워 같이 생겼네요 진짜ㅜ 비유를 재밌게 참 잘하시니까 뭘 리뷰하시든 재밌네요🤭🎶🎶,@레트로메다-뮤직숏,2022-02-06T11:36:15Z,0
128,절대 구독자 60만이 넘을 리뷰 퀄리티가 아닌데 돈주고 구독자 샀나??,@스텍히K,2022-01-30T11:19:31Z,1
129,사용 설명서를 보지도 않고 필터통을 찾다니..ㅠ<br>다음부터 사용설명서 숙지하고 설명하세요..성격이 급한지 웓.ㅜ,@최진호-j8v,2022-01-29T15:26:22Z,1
130,롯데월드타워 실화냐 ㅋㅋㅋ,@pnth240,2022-01-26T14:49:05Z,0
131,아  짜증나  좀 공부 좀  하고  얘길 하던지,@동훈이-d5r,2022-01-25T10:20:11Z,1
132,너무 준비없이 리뷰하는 듯 한 느낌이 듭니다. 이 제품이 궁금한 사람이 기본적으로 알만한 내용은 숙지된 상태였다면 더 좋은 리뷰가 되었을 듯 하네요.,@loflight75,2022-01-25T06:06:05Z,1
133,졸라 기괴하게 생겼네,@ko9005,2022-01-23T11:57:16Z,0
134,무슨 설명서도 안읽고 리뷰하는건 좀.. 그렇네요,@머시깽이-l2y,2022-01-22T04:25:58Z,0
135,지연이라고 준건 참 ㅋㅋㅋ,@skyclan,2022-01-21T01:56:40Z,0
136,이게 그 조회수 안나온다는 가전 관련 영상이군요..!,@musitkim2506,2022-01-21T01:02:36Z,0
137,롯데 타워와 맥세이프.ㅋㅋ,@사수자리-z7r,2022-01-18T12:08:09Z,0
138,중국산 공기청정기 플래쉬 스피드 에어 5 공기청정기는 못구하는데 이건 널널하군요.   국산브랜드가 크기도 훨씬 크니 가성비가 좋아보이네요.,@mfd9391,2022-01-18T11:39:57Z,0
139,영상 광고중에 카메라 브라켓 관련 광고 링크좀 부탁드립니다 찾기가 힘드네요,@바람돌이현,2022-01-17T13:12:44Z,0
140,저도 똑같은 생각했는데 ㅋㅋㅋ LG 디자이너가 롯데타워 보고 영감받아서 디자인했냐곸 ㅋㅋㅋ,@kooloud,2022-01-16T17:02:21Z,2
141,1+1행사 뭔데 ㅋㅋ,@gaejuk-e,2022-01-16T14:11:18Z,0
142,Lg퓨리타워 씽큐,@WOOJU.ju_1,2022-01-15T17:56:00Z,0
143,와 지금도 1+1 하나요..?,@DONGGREEG,2022-01-15T09:01:48Z,0
144,카펫위에 신발...저런공간이겠지만 계속 눈이가네요ㅋㅋ,@delpi.,2022-01-15T08:48:16Z,0
145,LG 퓨리케어 롯데월드타워 시그니엘 오브제 컬렉션,@4527PENK,2022-01-15T08:44:49Z,0
146,집에 잠실 롯데월드 타워 하나 냅두는데 90만원이면 싼거지 ㄹㅇㅋㅋ,@4527PENK,2022-01-15T08:44:21Z,0
147,몬가 협찬인줄 알았는데 내돈내산이였네<br>두목님 백색가전 욕심도 있을줄이야 ㅋㅋㅋ,@윤바제,2022-01-15T07:57:24Z,0
148,LG하고 원한이 있으신것도 아니고.. 말 같지도 않은 비유를.. 말이라고 떠드는 인간들이 많네...<br>저게 가격거품이 심하다는 둥.. 남겨 먹는 게 많아서 주는 것도 당연하다는 둥... <br>그렇게 따지면 안 비싼 제품이 어디있어요? 삼성 85인치 티비 UHD가 2백만원대 입니다.. 그 티비 다 뜯어서 부품 원가 따지면 얼마나 할까요? <br>LG에서 오브제컬렉션이면 자기들이 고급브랜드 이미지로 밀고 있는 라인업인데도.. 사은품으로 제공 한 건데.. 뭐 이리 거지근성들이 많은지...<br>예전에 아이폰이 원가로 따지면 얼마 안하는데 비싸게 팔아 먹는다고 했던 인간들이 아직도 안 죽고 살아있다는 게 참 신기하네요,@k10401004ify,2022-01-15T07:46:43Z,0
149,가은데 비어있어서 그런가 독립기념관 탑 생각남,@hehihihit,2022-01-15T06:01:47Z,0
150,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@하루종일배고파-m6b,2022-01-15T04:51:14Z,0
151,남자 아니랄까 봐 웰케 신이 나있음???.. 저 세상 텐션이네~~ㅋㅋㅋㅋㅋ,@Gwang_ya,2022-01-15T04:23:52Z,0
152,롯데타워아니죠! 사우론타워? 맞습니다!,@jihokim7010,2022-01-15T01:45:49Z,0
153,노잼,@박찬하-n8u,2022-01-15T01:35:09Z,0
154,lg 시그니엘인가ㅋㅋㅋ,@SIGNIEL,2022-01-14T21:48:15Z,0
155,"롯데타워 에디션이나 WTC타워, 빅벤 에디션 해서 led 웰컴싸인 차르르 들어가고 하면 예쁘겠네요. 간접조명으로 쓸수도 있구요.",@chaos0768,2022-01-14T19:02:23Z,3
156,저 제품 무게감이 쫌 있나여? 실수로라도 한번 툭 치면 금방 옆으로 넘어길거 같은 얆은 사이즈라 무게라도 좀 나가야 금방 안쓰러질거 같은데요,@신정호-g1v,2022-01-14T17:41:09Z,1
157,두목님 하반신은 귀하군요,@bigchickenmayo,2022-01-14T16:23:01Z,1
158,어디서 사셨나요? 저도 비매품 하나 더 받고싶습니다 ㅎㅎ,@riger6575,2022-01-14T16:11:47Z,0
159,ㅋㅋㅋㅋㅋ 와 통크다... ㅋㅋㅋㅋ 아... 이런걸 했을때 말이 퍼져야하는데 전 고풍스러운 디자인이 좋은데 마케팅팀이 볼지~,@hey__you,2022-01-14T14:55:32Z,0
160,지금도 사면 2대 주나요?ㅜㅜ 가성비 지리네,@이정훈-k6l4q,2022-01-14T11:59:06Z,2
161,유튜버라서 준거지 줄리가 있을까요?,@동전치료,2022-02-14T10:52:22Z,0
162,두목님 실내에서 운동화 ㅠㅠㅜ,@치킨-t3k,2022-01-14T03:46:55Z,0
163,왜 제목 바뀜? 원쁠원 얘기 없어졋네,@kkk18k,2022-01-13T12:10:06Z,0
164,5.6평형 공기청정기가 100만원;; 삼성 큐브 32평형도 다나와가 70만원이면 사는데 저건 너무 뇌절이네요,@불고기피자-q8e,2022-01-13T11:19:24Z,2
165,필터크기 실화냐? 위닉스형님 신참 좀 보십쇼,@말많은사람1,2022-01-13T10:16:17Z,0
166,lg가 사우론의 탑을 만들었네,@hyunlee4735,2022-01-13T10:09:13Z,0
167,?,@user-wu1cx8eg4l,2022-01-13T09:31:50Z,0
