,Reviews,result
638,디자인  이쁘고 가죽도 좋음 다만 사이즈는 다른 제품에 비해 작은듯 하며 반업 또는 그 이상 사이즈 업 해야 할듯 전반적으로 아주 괜찮음,1
639,멤버데이 통해서 너무 갖고싶었던 이쁜 신발 저렴하게 구입했어요~^^싸이즈도 잘 맞고 너무 편해요~~,1
640,"기존 조던류 신발이 있지만 스티치들어간게 이쁘고  색깔도 조화로워 구매했어요.오늘 받았는데 역쉬 이쁘네요, 옷 받쳐 입기도 좋아요.사이즈는 정사이즈.단지 실밥류 마감이 별로네요그래서 별 하나 뺏어요",1
641,생일 쿠폰과 포인트로 굉장히 저렴하게 구입했어요! 앞부분 무늬와 끈이 구두처럼 되어 있네요...이 에어 조던은 발볼이 좀 좁게 나왔지만 착용에 별 무리가 없고 굉장히 고급스럽네요~완전 이쁩니다!,1
642,이쁘지만 너무나도 불편하다. 특히 새끼발가락이랑 복숭아뼈가 쓸리는 느낌은 정말 최악이다. 내발이 이상한걸까...,0
643,기존 로우는 가죽이 상당히 딱딱한 반면 이번 조던로우 전체 제품들의 가죽 질감이 전부 바뀐듯합니다. OG 버전의 부드러운 가죽들이 여러군데 쓰이고 두툼하고 높은 텅은 변함없습니다. 바닥창은 재활용 소재를 써서 그런지 기존창과는 살짝 부드럽네요! 조던로우 입문하시는분은 날렵하고 낮아보이는 OG버전으로 착각하시면 안되며!복숭아뼈가 살짝 높고 텅이 뚱뚱하고 높으며 볼이 작은 SB라인이라 생각하시면 되겠습니다 색상도 부담스러운 레드가 아니며 진한브라운같기도 하고 다홍색같기도 하고 진한 레드빛이도는 색상인지라 매력적입니다. 사이즈 반업 필수하세요,1
644,1일 주문 3일배송완료..일단 정사이즈 선택하면 될듯..간혹 요즘 조던이 작게 나온다는 후기들이 있긴한데..저는 칼발이라 그런지 너무 잘맞는데 고급스럽고..기성화를 모티브로 만든듯 앞코쪽에 구두디테일로 구멍이 있음신발끈도 평끈 우동끈도 아닌 구두끈스타일임..색감은 너무 고급스러운 색상..깔창은 본드를 떡칠해놓은듯 떨어지질 않음속안에 쿠셔닝 좋은 깔창도 넣어볼까 하다 깔창 빼다가 찢어질뻔..안 빠짐ㅋ,0
645,생각보다 빠른 배송편한 느낌 그리고 착화감그래서 상표태그를 떼어버린 순간 발견된끈묶는부분 쪽에 흠집..누가 신던거 보내준건지아쉽네요..재구매는 어려울듯.,0
646,"다른 에어 조던(무채색)은 신어도 색상 있는 에어 조던1 로우(옐로우) 처음 구매를 하였는데 화사하고 색상도 괜찮아서 구매 전 괜한 걱정을 했네요. 발볼이 없는 편이라 정사이즈 추천드리고, 봄/여름에 밝은 옷으로 입고 신발 착용하면 이쁠꺼 같아요^^",1
647,"일단 고급짐. 정사이즈 길이감은 딱 맞는데, 발 등 부분이 좀 타이트 함. 신는데 딱히 불편함은 없고 신다보면 적당히 늘어나니까 괜찮을듯... 발 볼 넓으면 반업해도 좋을 듯 함.",1
648,이신발 실물이 너무나 고급스럽고 특히 앞코에 구멍뚤린거 수제화 느낌나면서 좋음..,1
649,멤버스데이 때 좋은 가격에 아주 잘 샀네요 ㅎㅎ 조던은 처음 사보는데 운동화가 엄청 멋있게 보이네요 ㅎㅎ,1
650,바시티레드나 짐레드도 물론 예쁘지만 요 듄레드가 보면 볼수록 매력이 있다니깐요ㅋ,1
651,멤버스데이에 살짝 튀는 검/노 색상이지만 좋은 가격으로 구매해서 아주 만족합니다. 여름시즌 반바지에 마구 신을 생각입니다.,1
652,제품 받아보니 생각보다 색상이 깔끔해서 기분좋게 바로 신고 돌아 다닙니다.,1
653,잘 받았습니다 색감은 이쁘네여 신기에는 쫌 어려운것같아여,1
654,레드 색상 첫 구매 해봤는데너무 이쁘고 재질도 짱짱해서 최고에요 !!오래 신을거 같아요 ㅎㅎ 굿굿원래 250 발사이즈인데 255 로 구매햇어용,1
655,오~블루 색상 너무 예쁩니다. 살짝 빈티지블루?랄까~~완전 예쁜색! 싸이즈 정싸이즈고 좋습니다.,1
656,"청바지, 운동복 어디든 다 이쁘게 매칭 됩니다^^마른분 아니면 반치수 업이 좋을것 같아요",1
657,소재가 천연가죽입니다. 아마 신을수록 그냥 로우보다는 오쥐에 가까운 편안한 착화감을 보여줄것 같습니다,1
658,너무 이쁩니다~ 전 반업 했는데 정사이즈 해도 될뻔 했어요~,1
659,요놈 실물깡패내요 간만에 이쁜놈 잡아왓습니다또 잡으로 오겠슴 추천합니다,1
660,생각보다 딱딱하고 편하진않아요.넓고 발등도높아서 반업했는데  딱맞아요.한사이즈 업할걸. 택을떼버려서.ㅠㅠ,0
661,반사이즈 업 이라해서 5mm 크게 주문했더니생각보다 큰것 같아요그냥. 정사이즈 구매해야 될 것 같아요,0
662,실물이 훨씬 이쁘고요밝은 레드 아닙니다.자연스럽게 중후 한 빨간색 이네요빨간 신발 신고 다니는 분들한테 적극 추천.그런데 봉숭아 뼈가 좀 쓸리네요,1
663,그냥 에어조던 285 신는데 보다 SE는 좀 작아서 사이즈 반업 필요해요. 끈이 좀 더 길면 좋을 듯...,0
664,신발 쿠셔닝도 좋고 신발이 가벼워서 편합니다. 제 발 사이즈가 큰편이여서인지는 모르겠지만 다른 신발들은 신을때 좀 작은편이거나 새끼 발가락이 아프거나 불편합니다. 근데 이 신발은 딱 저에게 맞아요!,1
665,"It is my 1st jordan. That's great! But size is small little bit. so, I chose one size larger.",1
666,조던 로우 아쁩니다~벌써 다섯켤레 째~가성비 좋아요~발볼 넓으면 사이즈 업하세요.,1
667,쫀쫀하니 나이키만의 정체성이 느껴지는 쵝오의 골프화~ 간지 작살입니다,1
668,깔끔하고 느낌있는 신발단 편함이 없다는거 그게흠....,0
669,발볼이 약간 좁은평이라 정사이즈나 반업 정도 하시면 될 것 같지만 길이는 정사이즈라서.. 직접 신어보고 결정하시길 당부드립니다 운좋게 큰사이즈295를 구매하게 되었네요..덩크보다 조금 더 고급진 느낌,1
670,실물이 너무 예쁨니다..싸이즈 걱정했는데..반업 추천합니다,1
671,가볍고  편한데  신고 벗을때  뒤가 좀 불편 하네요 산뜻하고  이쁘니까  만족합니다 ^^,1
672,스페셜한 색상과 디자인..가볍고 착화감 좋네요....겨울에도 좋고 봄에도 잘 어울릴거 같네요.....신발근 좀 추가로 넣어주세요........,1
673,너무 맘에들어서 두개나 샀지만 색상별로 다 사고싶은 생각까지 드네요 편안한 느낌은 없지만 묵직하니 좋네요,1
674,"265 270폭하고 전체적인 크기가 좀 큽니다,,,,,,,,,,,,,",0
675,"발사이즈 260에어 조던 1 로우 SE  제품의 경우 270을 구매하였으나 신발의 길이는 아주 넉넉하나 발 앞꿈치 양쪽 폭(설상골) 이 너무 좁고 뻣뻣하여 걷기에 매우 불편합니다.신발끈을 조여서 생기는 문제라 생각, 최대한 풀었으나 여전히 같은 증상으로 구매후 몇일 신지 못하고 신발장에 들어가 있습니다.",0
676,색감도 이쁘고 신발도 너무 맘에 들어요 커플신발로 샀는데 너무 잘 산거 같아요 여성용은 없어서 하나는 키즈로 샀습니다,1
677,평소280신는데 290으로 주문햇습니다 약간크지만 발볼러라서 굉장히 편하네요,1
678,편하고 멋있고 이쁘고. 딱.더 표현할 말이 없음.별다섯개 드립니다.,1
679,블랙프라이데이에 저렴하게 구매.아이들이 좋아하네요. 품질은 말할것도 없고~,1
680,300을 구매해야하는데 290을 잘못샀어요. 300사이즈좀 올려주세요. ㅠㅠ,1
681,세일기간에 운 좋게 처음 조던시리즈 구매했는데요 디자인 이쁘고 편해요 역시 조던 👍,1
682,이게 뭔가요?신발 구매해서 아까워 신지 못해서 금일 장례식 간다고 신었는데 참변 이네요 제품 어떻게 만드는지 궁금합니다,0
683,올 화이트 삿는데요. 기본템으로 무조건 하나쯤은 갖고 있아야 하는 신발인 것 같아요. 개인적으로 에어포스보다 덜 대중적인 것 같아서 더욱 애착이 갑니닷. 그리고 반업은 필수로 찍고 가셔야 할 것 같아요.,1
684,조던 로우 1 구입한중에 제일 고급스럽고 세련되 보여서  맘에 들어요,1
685,평소 275. 리뷰보고 280으로 구입. 딱좋음. 무조건 5mm업할것 추천,1
686,발볼이  넓지않는 이상  정사이즈나 반사이즈 다운해도 될듯요,1
687,디자인 예쁘고 사이즈는 딱 맞는 느낌보다는 꽉 끼는듯해요,1
688,나이키 신발 중 뒷꿈치가 까져서 신기 불편한 신발이 많죠. 이 제품은 그 정도는 아니지만 불편하네요. 거기다가 신발의 볼이 작으며 제품 사진들 처럼 신발끈을 끝까지 올려서 묶으면 신발 신고 벗기가 매우 불편합니다. 결국 맨 윗부분까지 끈을 연결하지 못하고 묶게 되는데.....사진에서 보듯이 이쁜 신발이 뭔가 어정쩡한 모습이 됩니다. 문제는 그렇게 해도 신발 신고 벗기가 쉽지 않다는 문제가 있네요. ㅜㅜ참고로 이 신발은 베트남에서 만들어진 신발이더라구요. 우리가 생각하는 에어 신발과 다르다는 겁니다.에어포스1 우리가 아는 그런 정상적인 제품은 아무 문제가 없지만 그 이외의 제품은 매장에서 신어보고 구매하시는게 좋을거 같아요.,0
689,브레드토 실물 미치도록 이쁘네요 기대를 저버리지 않는 실물 굿....♡,1
690,블랙 그린 화이트의 컬러 조합이 아주 멋지게 잘 나온것 같습니다~,1
691,정사이즈 잘맞아요 그린~ 너무 튀지않고 이쁘네요 색 잘나온듯!!,1
692,저렴한 가격에 구매 했어요. 색상도 맘에 들고 만족합니다. 추천해요~,1
693,매우만족 정사이즈 추천합니다 발볼이 있는편이라 반업 고민했으나 정사이즈 고고,1
694,사이즈는 발볼이 약간좁게나온거같아서 반업했는데 잘맞네요할인받아서 사기도했지만 모양이나 가격대 모두 만족합니다,1
695,이쁩니다 싸게 잘샀어요 만족합니다 사이즈는 정사이즈로 갔습니다,1
696,평소 블랙으로만 입어서초록색상은 부담스러웠는데..개인적으로 이쁜것 같습니다.멤버데이 하나 건졌네요,1
697,50프로할인에 만원더 할인받아서 5만원대에 구입!이런 제품을 5만원에 구입하다니 완전득템!조던은 구매 망설일 이유가 없어요ㅋ바로 구입!,1
698,신발 자체는 예쁩니다. 복숭아뼈 간섭으로 쓸림 예상 증.. 발목 덮는 두꺼운 양말이 필요할 듯 합니다.,0
699,색감 좋고 너무 이쁘고 편안합니다~ 다음 멤버스데이가 기대됩니다!!!,1
700,"디자인/색상, 마감 품질 모두 만족스럽습니다.사이즈는 폭이 좁아 볼이 넓으면 반업 정도하는 것도 좋을 것 같네요.",1
701,조카2명 선물조카가 좋아하니 이모도 좋아요사이즈 디자인 좋다네요,1
702,행사가 + 이것저것 할인 더해지니 역대급 가격으로 싸게 구입 ...배송도 빠름,1
703,무난하게 신기 최고입니다.,1
704,칼발이라 정사이즈 주문했는데 약간 타이트하게 맞네요. 컬러가 예뻐요~,1
705,발 볼이 조금 좁아요.신발은 이쁘네요.,0
706,리뷰보고 발볼 때문에 2사이즈 크게 주문 했어요. 280신는데 290 구매 했더니 발볼은 맞는데 끈이 짧네요. 발볼 때문에 나이키  운동화는 항상 끈이 모자라는데 이번엔 290을 해서인지 매듭도 지을수가 없어서 그냥 안으로 넣고 신어 보려구요.사이즈에 따라 끈도 긴것 주면 좋겠어요. ㅠㅠ뉴발은 끈이 길어서 충분한데.,0
707,조던 로우 진리입니다,1
708,정말정말 너무 존예.발볼러는 반업이나 한업필수.포스280 = 조던1 285,1
709,한동안 품절이어 못삿는데 이번에 잘구매했어요.편하니 좋아요. 사이즈는 반업했어요.,1
710,굿임돠..코디하기 좋아요,1
711,오랜만에 새신신고 뒷굽 까져봤네요 ㅜㅜ 한치수 크게 사는게 좋을듯 합니다. 햣바닥이 길어 좀 불편하네요.,0
712,"발볼보통, 발등이 조금 높은편이라 평소신발보다 반업했는데 편하게 딱 맞고 좋구요 에어포스와는 전혀 다른느낌이라 매우 만족합니다!",1
713,"디자인, 색감, 간지 모두 굿!",1
714,"너무 예뻐요. 색감도 너무 예쁘고, 사이즈도 좋아요!!",1
715,조던 처음 샀는데 색감 너무 예쁘고 발이 많이 편하네요.배송 상태도 👍👍,1
716,니이키는 매장에서만 사서 신었는데 나이키 앱 구매는 첨이고 실물이 훨씬 더 이쁘고 만족스럽네요조던1로우 평소 신던 사이즈로 주문했는데 잘맞네요,1
717,"순백의 아주 예쁜 신발입니다. 착용감도 좋고 가죽도 부드러워요. 에어포스1 290, 에어맥스던 290, 에어맥스90 295 착용하는데, 이 신발은 295가 저에겐 맞네요. 참고로 아디다스 슈퍼스타/스탠스미스 290, 울트라부스트 295착용 합니다.",1
718,조던이 요즘에 너무 끌리네요마음에 들어요!!,1
719,평소 나이키의 스니커즈와 조던을 즐겨신었는데요! 에어 조던1로우는 나이키의 스니커즈와 비슷한느낌인데 좀 뭐랄까 다르더라고요!! 그레서 현재 굉장히 만족하며 착용중입니다.,1
720,기존에 에어포스1 신었는데 다른편안함이 있네요. 정사이즈로 구매하시먄 됩니다.,0
721,빨강 이쁘네요 정사이즈 이고요,1
722,실물도 사진만큼 이쁘고 퀄리티도 좋습니다사이즈는 본인치수에서 무조건 한두치수 업시켜서 주문해야 할듯합니다.한치수 큰거 주문했는데 스포츠양말신고 신으니 약간 갑갑해요,1
723,"중1아들 사줬는데 너무 좋아하네요 망설이는건 시간낭비일뿐, 겟~~~~ 하세요!!^^",1
724,너무 이쁘고 조던 1 미드보다 훨씬 편하네요.^^,1
725,진리의 조던로우1 좋네요,1
726,그냥 사세요 ㅋㅋㅋ,0
727,정사이즈 입니다  너무너무이쁜거 같아요,1
728,정사이즈고 너무 이쁩니다 슬렉스 청바지 운동복 등 다 잘 어울려요. 만족합니다,1
729,품절 안되어있길래 별로인가 했는데 색감 좋고 이뻐요,1
730,매우 만족합니다,1
731,실물이 더 이뻐요. 트랜디한 옷에 이쁘게 코디할수 있을거 같아요.,1
732,색상 생각보다 이쁨 실물이 좋음 사이즈는 정사이즈,1
733,올블랙 코디에 신으니 너무 예뻐용,1
734,깔꼼하게 좋네유,1
735,깔끔한 화이트라 기본으로 하나 갖고있음 좋을신발이에요,1
736,컬루웨이도 실패가 없는 검빨! 너무 이쁩니다!,1
737,운좋게 겟했음,1
738,사진과 컬러감 동일해요,1
739,역시 나이키는 나이키네요!,1
740,어느 옷이나 어울리는 신발 이뻐요,1
741,잘 신을게요 덩크도 이뻐요,1
742,정말이쁩니다 잘신을게요,1
743,아주 마음에 들어요!!!,1
744,검은색 회색 조합이 너무 예뻐요,1
745,부담스럽지만 예뻐요,1
746,런 올블랙을 착용한지 3개월정도 된거 같아요 처음 런시리즈를 착용했는데 정말 푹신하다해야하나? 발 피로도 없고 장시간 걸어도 발 피로없이 너무 좋습니다  그래서 각시도 선물해주고 저도 다른 디자인으로 또 구매해서 아주 잘 착용하고 다닌답니다 정말 편하고 좋아요,1
747,사이즈 좋고  디자인좋고 발편하그ㅡ    매우만족합니다,1
748,"선물했습니다, 발이 편안하다고 합니다, 많이파세요 많이 파세요 많이 파세요.",1
749,제꺼 사고 남편이 너무 예쁘다해서 바로 겟겟어디든 잘어울리고 너무 편해서 잘신고 있어요^^ 운동할때도 좋음,1
750,무조건 추천 운동화 !! 발볼 넓으신 분은 반사이즈 업 추천 드리구  좁으신 분 정사이즈 가능합니다!!  커플 운동화로도 적격 그자체여서 휘뚜루마뚜루 어느 코디든 신을 수 있다!,1
751,발등 생각보다 낮으니 발볼 넓거나 두꺼우신분은  참고하셔서 사세요,0
752,#레트로러닝 실물깡패 입니다 ^^ 사이즈는 정사이즈이며 평소 270 신어요 너무 이뻐요,1
753,#레트로러닝무슨 색을 사도 다 이쁜 v2k그 중 남자의 심장을 건드리는 올블랙 제품..참지 못한 나의 손가락은 결제로 향해가는데...안 돼.. 안 돼..!내 통장이 가벼워진다고..!반대 쪽 손의 제지에 잠깐 주춤 거리는 손가락..하지만 그때 보았다.리유저블백 이벤트를..심지어 정말 탐나는 리유저블 백...이건 모참쯰,1
754,#레트로러닝가볍고 편합니다.배송도 빠르고 좋아요.디자인이나 색감도 마음에 들어요.,1
755,발볼이 넓으면 반사이즈 업 추천 드려요. 신발이 발을 딱 감싸주는 느낌입니다. 신발은 어디든 잘어울려요,1
756,우선 이뻐서 너무 마음에 들고 러닝목적으로 산 첫 러닝화라 이쁘게 잘 신고 있습니다. 평소 255 사이즈를 신는데 이 제품은 반업하시는거 추천드립니다. 260 사이즈 잘 맞습니다.,1
757,#레트로러닝조던과 같은 270으로 구매했는데 생각보다 발볼이 타이트하진 않아서 다행이에요,1
758,#레트로러닝어디에나  찰떡으로 어울리는 운동화  최고 입니다!!!,1
759,일단 신발이 이쁘니다착화감은 발바닥은 편한데 제가 발볼이 커서 그런지정사이즈에서는 조금 쪼이는 느낌입니다신다보면 좀 늘어날려나.. 참고하세요,1
760,NIKE Y2K RUNWOLF GREY/MIDNIGHT NAVYGRIS LOUP/MARINE MINUITHJ4497 002MADE IN VIETNAM,0
761,#레트로러닝동생 신발 사줬어요저도 신어보고 좋아서 ㅂㅏ로 사줬네요맘에 들어합니다쿠셔닝 좋고,1
762,#레트로러닝신발이 엄청 편하고 잡아주는 맛이 좋음사이즈는 무조건 반업이상 해야해요정말 편하네요뒷굽이 높아 키도 커지고,1
763,디자인 굿!! 예뻐요~착용감 굿!! 편해요~배송일 굿!! 빨라요~단 너무 딱맞는 느낌이라 남성분들은 주문하실때 사이이즈 반업도 괜찮을 듯 싶어요~,1
764,#멤버데이즈리뷰이베트멤버스데이로 좋은가격으로 구매해서 기분이좋네요^^,1
765,일단 디자인 자체가 이뻐요..계속 품절되서 못샀는데 어느순간 다시 올라온상품보고 바로 구매했어요..오자마자 신고 뛰어보고했는데 어느옷이든 다 잘어울리고 일단 너무 편해요..맘에 안들었던점을 굳이 찾는다면 발이 조금 커보인다는거 뿐입니다  그거빼고는 100프로 만족입니다..신어보지않고 주문한 신발중에 최고입니다,1
766,"최근 나이키 신발은 불편하고 마감, 내구성 별로인데 이 신발은 예외로 가볍고 푹신함.물론 나이키 특유의 좁은 발볼은 어쩔 수 없음. 못해도 반업.",1
767,편하고 이뻐서  아들꺼사줬는데 운동화 끈이 불량으로 왔어요!! 별점을 많이 못주겠네요!!!!,0
768,남자구요뉴발 530 265신구나이키는 270신는데신발이 참 잘나온거같아요발에 감싸주는 느낌도 편하고 런닝화인데 요즘 유행하는 디자인으로 나와서 그런가 디자인도 이뿌구요ㅋㅋ,1
769,줌메보로는 치수업해서 290삿는데 너무크고이건 그래서 285삿는데 작네..모지앞코는 조금남고볼이 꽉낌,0
770,발이 편하고 러닝 뿐만 아니라 일상에서 신기에도 편해요 만족하는 신발입니다 😃😃,1
771,평발인데 너무 편합니다!!디자인이며 색상도 이쁘고 강추,1
772,솔직히 기대안하고 봄에 신을만한 구매하자 했는데 ..진짜 편하고 이쁘네요,1
773,선물 구매. 예쁩니다 반업 긴가민가했는데 일반 남자 발인데 반업 편하게 맞아요. 앞이 좁아서 반업이 맞나봐요. 저도 반업해서 사려구요:) 간만에 실버색으로 맘에 드는 제품이에용.,1
774,와  쇼핑하다 눈에 보이길래 바로샀습니다 너무 가볍고 이쁘네요 개인적으로 한사이즈업은 필수같아요 ^^,1
775,다들 후기가 그닥 좋지가 않는데 실버색상에 이렇게 퀄리티 좋고 이쁜 디자인 오랜만에 보는듯 사이즈 270-275신는데 유투브 보다가 반업이나 한사이즈 크게 신으라고 해서 280으로 했는데 크게 보이는건 있어도 딱 맞아요 자기가 발볼이 넓은분들은 한사이즈 크게 시키세요 너무 이쁘게 잘 신고 다닙니다,1
776,보통 나이키 제품 300mm 신으면 편안한데  이제품은 딱 맞네요.반업정도 하면 편할듯 하구요.가벼운 운동이나 산책할 때 신으면 딱이겠네요.디자인이나 컬러도 무난하네요.,1
777,"발볼이 넓어 평소에 발크기보다 한치수정도?크게 운동화를 구매하는데,,,이모델이 유독 앞쪽이 작다는 리뷰가 많아서 280mm를 주문했습니다.길이감은 약간 크게 느껴지지만, 폭이 조이거나 눌리거나 하는게 없어서 줄 조절없이 편하네요.발볼이 좁은 분들은 정사이즈 사셔도 될듯 싶네요.",1
778,여성 신발로만 출시되다가 남성 사이즈로 다시 나온 것 같아 구매를 해봤는데.. 마감이 엉망이네요~ 신발은 가볍고 신발 밑창 폼을 손으로 눌러보니 말랑하던데 착용하면 편안하련지.. 무튼 배송은 잘 받았습니다,0
779,"내 남푠은 나이키 신발은 발이 좁은 경향이 있어 평소 신고 싶어도 못신었던 브랜드 였어요.디자인이 맘에들어 신어보고 싶어 하는데 리뷰도 하나도 없고ㅠ 엄청 고민한 후 주문 했어요.주문 하루반만에 제품을 받았는데요(엄청빠름~~)너무 가볍고 편하다고 난리난리ㅎ🥰사이즈는 한사이즈 업 하여 주문하긴 했으나 정사이즈도 불편하지 않을것 같다네요.앞으로는 이런 신발만 사주라고,나이키면 더 좋고?ㅎ 이러더라고요😆만족리뷰 쓰려고 들어왔더니 이 신발이 신상이었네요?아마 그래서 리뷰가 없었는가 봐요^^",1
780,I like them... very good quality and a great deal! Thanks Nike :),1
781,"Love this shoe, own two color ways.  Usually am a jordan 1 guy but picked these up for gym and daily style….. cant go wrong, style comfort and killer price point.",1
782,They’re comfortable and stylish. I love the comfort they give when I wear them to the gym.,1
783,"I purchased these shoes for my husband, and he absolutely loves them! They are extremely comfortable right out of the box, with no need for a break-in period. The fit is true to size, and they offer great support for all-day wear. The quality of the material feels premium, and considering the comfort and durability, the price is totally worth it. Would highly recommend!",1
784,"Bought these for my son, and he said wow this fit great their comfortable.",1
785,These sneakers have a comfortable sole and the outsole has a very nice grip. Great walking/running shoes!,1
786,I needed a stylish and easy to wear dark pair during the muggy NYC summer months and these do not disappoint in any possible way. I can already tell they’re going to be a go to pair!,1
787,The cushioning on this shoe is the best I’ve had in a Nike shoe in years. I wear shoes from Adidas and ASICS and I thought I’d return this Nike shoe but I’m glad I didn’t. Feels great on my feet and doesn’t aggravate my sciatica.,1
788,"Super cool shoe, I like the shiny silver accents. Decently comfortable.",0
789,This shoe is really nice and nice with the black color I can take it anywhere and use it and it shines on my feet I really needed this shoe.,1
790,Very nice and comfortable shoe,1
791,"well-made sneakers, with style and great quality. I loved my shoes",1
792,"The Nike V2K Run is a testament to Nike’s commitment to pushing the boundaries of performance and style. As an enthusiastic runner, I was eager to put these shoes to the test, and they did not disappoint.One of the standout features of the V2K Run is its innovative design, which seamlessly combines support and flexibility. The dual-density foam midsole provides excellent cushioning and",1
793,멤버스 데이 할인해서 좋은 제품 잘 구매 했어요 제품의 질과 착용감 컬러등 모두 좋습니다,1
794,전체적인 가죽질감은 좋으며 조던미드처럼 뻣뻣한 재질이 아닙니다 전체적인 쉐입은 낮게 깔려있고 개인적인 소견이라면 반업은 하셔야 원하는 핏이 나옵니다. 한가지더 복숭아 뼈 쪽이 장시간 착용후 워킹하면 닿네요,0
795,말해 뭐합니까 그냥 지르세요. 정싸로. 멤데 때 싸게 샀지만. 지금 가격도 충분히 좋아요,1
796,og라그런지가죽질도 좋고제품도 편하니 너무 만족합니다.좋은기회 감사합니다,1
797,드로우 당첨되어 구매! 아주 이쁩니다.,1
798,너무너무 마름에 들어요,1
799,이건 진리다 발볼이 좁긴한데 디자인은 미쳫으,1
800,이쁘네요ㅍ,1
801,오자마자 바로 실착해서 신고있어요 끈하나만 바꿔도 분위기가 많이 달라지네요 너무너무 만족하고 있어요!,1
802,블루와 블랙의 조화가 좋습니다.,1
803,편하고 컬러조합도 좋습니다. 편하게 신고 있습니다.,1
804,배송빠르고 좋아요,1
805,이만한 컬러 조합이 있을까요? 당분간 안나올 듯,1
806,색상 너무 이쁘게 잘나왔내요,1
807,오랜만의 당첨으로 신이납니다 실물이뻐요,1
808,잘신고 있습니다,1
809,내 사이즌 안되고 가족 사이즈가 되서 ㅜㅜ 미리 생일 선물로 땡겨 줬네요 ^^실물이 넘 이뻐요!!! 포장 잘 왔고요. 지금 매일 신고 다니고 있습니다,1
810,신발 너무 예쁘네요. 정사이즈,1
811,반업 추천합니다,0
812,프스캇맛!! 오랜만에 OG로 이쁜 컬러 나왔네요!!,1
813,대박입니다 ~ 당첨됐었네요^^ 색상너무예쁨니다. 나이키사랑합니다^^,1
814,이쁩니다!,1
815,사이즈 반업 추천 이쁩니다.,1
816,넘 이쁨 잘신을게요,1
817,실물이 훨씬 예쁩니다!!!!,1
818,색감 너무좋고 발도 편해서 아주 만족합니다^^역시 조던 로우~~!!,1
819,색감 굳굳,1
820,신랑사줬어요왜 신지를 않니…,0
821,사아즈도 맞고 이뻐요.,1
822,너무 이쁘네요 왜인기가없는지,1
823,사진보다 실물이 더 낫습니다.,1
824,250 사이즈 구입했는데 너무 예쁘고 편해요,1
825,간지나고 멋스러운 디자인의 OG 제품 기가막히게 예쁘네요~~ 강추강추,1
826,처음으로 공홈당첨인데 배송도 빠르고 상태도 좋고 나이스,1
827,역시 나이키 굿,1
828,배송 쿠팡급,0
829,Thanks for the win on this jordan 1It was comfortable to wear,1
830,죠아요죠아요죠아요,0
831,생각보다 예쁘네요 잘신을게요,1
832,실물이 더 이쁘네요겨울에 이쁘게 잘 신을 수 있을듯,1
833,남편도 처음 신어보는 조던 로우인데 착용감도 좋고 너무 예쁩니다,1
834,신발 이뻐요,1
835,좋은가격에,1
836,화면보다 더 예쁜거같아여,1
837,잘받았습니다.! 색감 너무 좋구요!!!사이즈도 딱입니다! 언제오나 싶었는데빨리 배송되어 너무 좋네요!,1
838,생각했던거 보다 실착용이 더 멋져요,1
839,역시 나이키입니다,1
840,무난하게 이쁩니다.~,1
841,조던 1 로우는 첨 봤는데 신었을 때 개이쁨,1
842,개인적으로 덩크로우 범고래와 비슷한거 같지만 퀄등이 확실히 더좋습니다.,1
843,감사합니다,1
844,발도 잘 잡아주거 덩크와는 다른 편안함이 있네요너무 잘 신고 있습니다,1
845,감사히 잘 신을께요 감사합니다 나이키 짱,1
846,너무 이쁨 스캇맛,1
847,배송도 빠르고 신발 만족합니다!!,1
848,색상이 넘 예뻐요,1
849,데일리룩에 잘어울려요,1
850,"깔끔하고,예뻐요,말이필요없을정도로~~잘신을께요",1
851,추가로 당첨됐어요실물이 훨씬 이쁘네요!!색상도 상큼하구요,1
852,조던이라 재질은 말할 필요도 없구요 엄청 이쁩니다,1
853,너무 너무 마음에 들어요,1
854,여동생이 신겠다고해서  작은 사이즈로 응모했는데  운좋게 당첨됐네요.코디하기 좋고  편하게  신고 있다고 하네요.,1
855,공홈 드로우 처음으로 당첨 됐어요.형부에게 선물했어요~~감사합니다ㅎ,1
856,평소 덩크 70 신는데 조던도 같이 70했는데 맞아요 ㅎㅎ 이쁘구여 파우더 색깔 영롱합니다,1
857,OG아니면 조던1은 안 사는데역시 쉐입도 예쁘고 컬러링도 상당히 예뻐요,1
858,커스텀 용으로 많이 쓰는것 같은데 전 신으려고요.,1
859,행운처럼 찾아와준 신발 입니다사이즈 딱좋고 컬러감 장난 아닙니다^^*이쁘게 잘 신을께요^^,1
860,당첨으로 얻었습니다. 하이보다 약간 넉넉한 느낌은 기분탓일까요?,1
861,색감이 이쁘네요,1
862,역시는 역시네용 ㅋㅋ 너무예뻐용,1
863,맘에 들어요,1
864,상품 배송도 빠르고 상품도 너무 좋습니다.,1
865,생각했던 것보다 현실 색감이 더 좋았습니다이뻐요,1
866,생각한것보단 이뿝니다 실착이나 입문자용으로 딱인듯,0
867,처음으로 드로우성공 한 제신발 너무 맘에 들고 이뻐요,1
868,"SE와 디자인이 상당히 다르네요. 쉐입이 얇쌍하게 잘 빠졌고, 발등이 낮아서 납작한데 정사이즈도 충분하네요.",0
869,오지는오지다,0
870,너무 이쁩니다,1
871,정말 오랜만에 하나 당청되서 기쁩니다. 신발도 이쁘고 사이즈도 딱이네요.,1
