Product,Review 1,Review 2,Review 3,Review 4,Review 5,Review 6,Review 7,Review 8,Review 9,Review 10,Review 11,Review 12,Review 13,Review 14,Review 15,Review 16,Review 17,Review 18,Review 19,Review 20,Review 21,Review 22,Review 23,Review 24,Review 25,Review 26,Review 27,Review 28,Review 29,Review 30,Review 31,Review 32,Review 33,Review 34,Review 35,Review 36,Review 37,Review 38,Review 39,Review 40,Review 41,Review 42,Review 43,Review 44,Review 45,Review 46,Review 47,Review 48,Review 49,Review 50,Review 51,Review 52,Review 53,Review 54,Review 55,Review 56,Review 57,Review 58,Review 59,Review 60,Review 61,Review 62,Review 63,Review 64,Review 65,Review 66,Review 67,Review 68,Review 69,Review 70,Review 71,Review 72,Review 73,Review 74,Review 75,Review 76,Review 77,Review 78,Review 79,Review 80,Review 81,Review 82,Review 83,Review 84,Review 85,Review 86,Review 87,Review 88,Review 89,Review 90,Review 91,Review 92,Review 93,Review 94,Review 95,Review 96,Review 97,Review 98,Review 99,Review 100,Review 101,Review 102,Review 103,Review 104,Review 105,Review 106,Review 107,Review 108,Review 109,Review 110
KD17 EP,사이즈 정사이즈가면 됩니다 클리어솔이라 접지도좋고 빠지는게 없네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 G.T. 컷 3 '조던 풀' EP,먼저 구매하신분들 리뷰보고 사이즈반다운이 좋다는 글들보고10월초에 260으로 구매했습니다.구매후 처음신었을때 꽉끼는 피팅감이지만 좀 늘어나겠지 하는 맘으로 3회 정도 착용해보니 작더라구요.다른면에선 모두 만족감이 좋았던터라새로 하나 살까 고민중에 멤버데이즈할인하길래 265로 새로 하나 구매방금 택배 받아서 착용해보니저한테는 정사이즈가 딱 좋네요.구매하시는분들마다 조금씩 차이가 있을수는 있습니다만 전 정사이즈 추천요지티컷3 정말 맘엗드는 신발입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사브리나 2 '미러드' EP,"멤버데이즈기간에 할인받아 구매해서기분 좋네요!! ㅎ검정색이라 오염걱정은 패쓰~ 아직 플레이는 못했지만.. 핏팅, 착용감은 아주 좋아요!!#멤버데이즈리뷰이벤트",밀착력 좋코 이뻐요 짱짱한 느낌이라 맘에드네요 좋아요 농구할맛나요,"코비 기대하고 구매했는데, ep버전은 발볼이 너무 헐겁네요.쿠션은 전줌 후쿠실론 만족합니다..사이즈는 정사이즈..다운사이징하면 안되겠어요..",유투브 및 리뷰 글보고 사봤는데 디자인은 생각보다 생각보단 별로임. 지상고는 낮습니다. 사이즈는 정사이즈 사야할 듯,배드민턴화로 처음 농구화를 구매 했습니다.일반 배드민턴화 요넥스 미즈노 보다 접지력 쿠션감 모두 뛰어납니다.  한가지 아쉬운건 신발 뒷쪽 아킬레건 접촉 부위가 새신발이라 그런지 너무 딱딱해 통증이 느껴집니다. 왼쪽발만~ 민턴 특성상 왼쪽발 끄는 동작때 그러는 것 같아요. 신발 길드려지면 좋아 지겠죠. 이것 때문에 별점4개 남겨요. 다른건 모두 민턴화 보다 월등히 만족.,가볍고 지상고도 낮고 좋습니다. 사이즈는 정사이즈가 맞는거 같습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 G.T. 컷 3 EP,오늘 처음 착용하고 겜 뛰었는데 저는 gt컷2 보다 좋네요~,"운동화 265 - 270 신고 농구화 260 - 265 사이이며, 마욱 반다운이 딱 맞는 사람입니다. 260 사이즈 타이트하게 잘 맞으면서 앞부분 딱 뛰기 좋을만큼 살짝 남습니다.빡겜보다는 못한 수준에서 다양하게 뛰어 봤는데 접지는 말할 것도 없이 좋고, 무게 매우 가볍고, 지상고가 높게 느껴지지도 않았습니다. 쿠션은 실망했다는 평이 주류인데, 반발력 있는 세팅이 아니라 기존 컷과는 궤를 달리해서 사람들이 실망했다는 느낌입니다. 신고 뛰어보니 착지시 안정감이 상당히 괜찮고 전후 운동을 할 때 편안함이 러닝화 쿠션 답다는 느낌입니다. 실제로 경기 뛰고 난 뒤 발에 피로감이 거의 없었습니다.","265 사이즈 구매실패로 260 구매하고 너무 꽉끼면 어쩌나 걱정했는데, 생각보다 잘맞음.265였으면 살짝 헐거웠을듯(일반운동화사이즈로는 265가 적당하고 느낌).*평소 착용사이즈자1 /265gt cut2 / 265gt jump / 265 전작(gtcut2)과 비교 평가.(개인적의견)*피팅감 컷2 : 80 / 컷3 : 95*쿠션감컷2 : 90 / 컷3 : 80~85*접지컷2 : 90 / 컷3 : 90*가격대비 만족도컷2 : 매우만족 (35%세일해서 14만원정도에 구입)컷3 : 금액대비...아쉬움..(아카데미가 가성비는 훨씬 좋은듯)",정말 기대됩니다. 중국에는 이미 발매되어 착신해본 지인들 소견으로는 지티컷1 정도의 performance는 개런티라고 합니다~~🏀💪 #ballislife    Team Rimba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자 1 EP,디자인이 예뻐 농구할 때 뿐만 아니라 캐주얼하게 매치할 수 있다. 컬러감도 괜찮고.단지 앞부분의 공간이 좁아 발등러나 발볼러들은 앞부분은 낀다는 느낌이 들 수 있다.그리고 신발 자체가 생각보단 딱딱하다.,스포츠 양말 신을 거 아니면 굳이 사이즈 업 안 해도 될 것 같아요. 평소 250 신는데 260 사이즈 샀더니 토박스 부분이 많이 커요. 그런데 아무래도 농구화이다보니 발 옆 부분을 꽉 잡아주긴 합니다.,발볼이큰 235라 항상 240을 샀지만한사이즈 업도 꽉낀다고 해서 250을 주문했어요두꺼운 스포츠양말을 신으면 평소 신는 사이즈 처럼 맞을거같아요디자인이 정말 이쁩니다 같은 자 시리즈 엘로우놓친거 너무 후회되요 ㅠ 재발매 해주세요 ㅠ,"코비 5급으로 볼과 길이가 작게 나왔습니다. 265,270 신는데. 이건 275도 앞이 거의 남질 않네요.","컬러와 디자인이 매력적이네요.코트에서 신기 정말 좋을것 같아요.앞으로 ja 시리즈가 점점 기대됩니다,",260 신 는데 리뷰보고 275 주문했는데도 꽉 끼네요신다보면 좀 늘어나겠죠쿠션은 뭐 없다고 봐도 무방합니다.농구는 안하는데 사고보니 농구화네요호호,디자인이 완전 제취향이라 구입했는데 신고 벗는데도 편하고 착화감도 좋네요 다만 먼지 많은 야외코트 에선 무리하면 미끌어지네요,정사이즈 갔는데 칼발인데도 처음에 신고벗을때 너무 불편해서 작은건가 싶었는데 막상 신으면 발을 꽉 잡아주는 느낌이에요 농구양말 두개 겹쳐서는 못쓸듯... 쿠션은 딱딱하긴한데 엄청 딱딱한 느낌은 아니고 살짝 느낌은 나요 딱 그냥 이가격으로 사는게 마지노선일것 같은 농구화느낌이에요,EP로 나왔다길래 반업만했는데 양말두꺼운거 신으니 하나 완전히 업해야겠네요 일단 재질 완전두꺼워요 참고하시길,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
르브론 NXXT 젠 AMPD EP,이거 진짜 발바닥이랑 발목 안아프고 디자인도 개 쌈@뽕하다 진짜 강추한다,이거 가볍다 그리고 접지 좋고 진짜 간지난다. 이모델 이쁘다고 계속물어봄피팅굿 정싸이즈추천,처음에는 발목부위가 딱딱. 갑갑하지만. 플레이  중 열을 내면 부드럽게 맞춰주는 것이 아주 좋아요. 지난 3개월간 최애  신발이였음,접지도 좋고 줌제네가 생각나서 구매 했습니다통기성도 좋고 발목도 잘 잡아줍니다/갓수,릅21하고 같은 사이즈 가시면 되요.ㅎㅎ고급지고 이쁩니다.착감 진심 최고^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테이텀 2 PF '레드 시멘트',진심 반다운하세요~제가 맥스285인데 이건 스포츠양말신고도 280이 맞네요~,색깔 이쁘고 편안해요 반다운 하세요(sports 양말 신고..),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자이언 3 M.U.D. '애쉬' SE PF,컬러 쿠션 다 좋은데 발볼이 지옥임무조건 사이즈업 추천해요,신발 예뻐요 쿠션도 좋은데 발 볼 넓은 분들 사이즈 2단계 업 권장해요...사이즈 엄청 작게 나와서 두번 반품함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 G.T. 컷 아카데미 EP,#멤버데이즈리뷰이벤트생각한것보다 사이즈랑 기능 모두 너무 좋았습니다,정말 가성비 짱인 농구화접지 쿠션 피팅 등 전부 마음에 드는 농구화.아쉬운 점은 지상고가 살짝 높다는 점.지상고만 더 낮게 나왔다면 정말정말 대박인 농구화였을 듯.EVA인솔로 교체하면 쿠션감이 더 잘 느껴짐! 칼발인 분들은 반다운 추천!,최고의 가성비 ~~ 끝 이 가격에 더 이상의 성능은 욕심이다 진짜 좋은 성능에 좋은가격 착한녀석,쿠셔닝이 상급이라곤 못하지만 접지 매우 좋고 엄청나게 가벼움. 가성비 최고등급.느껴지는 지상고가 매우 낮진 않고 발 안 쪽 안정성이 살짝 아쉽지만 전체적인 핏감이 다 커버해줌.사이즈는 정사이즈 추천. 발볼러도 편하게 맞음.,"중저가라인 최고의 가성비 밧슈~!!!피팅,쿠션,접지 모두 상급이네요~길이감있고 어퍼 발끝부분 여유 있어요~발볼러도 정사이즈 가능할것 같아요!",가격대비 성능 죽이네요 인솔만 바꿔주면 명기 근처까지 갈수도있습니다 유일한 단점은 약간 부족할수있는 쿠셔닝 뿐이네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에어 조던 레거시 312 로우,레거시 312  두번째 구매입니다22년 시카고하고 멤버데이즈 때 19년시카고색상은 둘다 너무이쁜데 둘다 너무 딱딱합니다외형 컬러 너무좋은데 소재가 마이너스조던로우나 덩크로우가 지치신분들에게 미미한재미그치만 무게감 착화감 소오름아 뒷굼치 에어는 그냥 디자인 인듯,사자마자 12시간뒤에 폭탄세일해서 좀 그랬지만 근데 원하는 사이즈사서 좋음ㅎㅎ,리뷰보고 신발이 이뻐서 구매 1.5업 과감하게 올림. 차라리크게 신는게 낫더라는. 발볼이넓어서 ㅎㅎ 그래도 벨크로 쪽이 신경이쓰일정도니 참고하세요,디자인은 이쁜데 발등에 벨크로 때문에 발볼이 좁은신발입니다 발볼이 넓고 높으신분들 한테는 비추입니다...,잘받았습니다. 발 볼이 조금 좁습니다. 반업은 하는 것이 좋아 보입니다. 발볼이 넓지 않으면 정사이즈도 괜찮아 보이네요 조던1을 기준으로 하시면 좋겠네요.,신발 구입하고 착용하고 30분도 되지않아 신발 가죽 표면이 일어나서 뜯어지려 하네요. 전에 있던 조던은 1년이 넘어도 그대로였는데 색상도 품절된지 오래됐는데 입고되지 않아 아쉬워도 다른색상으로 구입했는데 이렇게 되네요,"보통 발볼, 높이입니다 덩크로우/하이, 조던1 275, 맥스 95 275, 포스 270레거시는 275 주문 후 신어 봤는데 벨크로 부분이 발등 압박이 살짝 느껴지네요 높지 않은 발등인데요^^;반업이나 일업해야 될거 같네요 디자인이나 착화감도 맘에 듭니다반나절 신고 움직였는데 벨크로 부분이 살짝 늘어난 기분도 드네요",디자인 잘  빠졌네요 츄리닝 이나 반바지 외에 어떠한 코디에도  어울릴거 같아요,가격이 조금 아쉽지만 너무 이뻐요,좋아하는 신발 ~,신발도 이쁘고 잘산거 같아요,이게 인기없는 이유를 모르겠네요 이뻐요,아들이 엄청 좋아하네요...,"나이키는 보면 옛날부터 항상 플라스틱이 문제네요. 예전 에어포스 시리즈에서는 뒷꿈치 쪽 플라스틱이 구부러지면서 파고들어서 살 찌르더니...얘는 내가 왼발잡이라 왼쪽 신발을 매장에서 신어보고 원래 260인데 265를 시켰는데(매장에선 265도 발볼이 아파서 270이 적당하다 생각했었음. 그런데 온라인에서 주문하려 보니 270이 없음), 오히려 왼발은 괜찮은데 오른발 쪽 벨크로 부분 플라스틱이 발등을 파고드는 것 같아서 겁나 아픔. 벨크로 완전 헐렁하게 붙여도 안으로 파고들어 있음. 첫 날 신어보고 무슨 발목 나간 사람마냥 쩔뚝이며 걸었는데 좀 신으면 괜찮겠지 싶었는데 3일 신어도 4일 신어도 너무 아프다... 좌우가 이렇게 다를 수가 있나? 분명 공식매장에서 시킨건데 이런 퀄리티가 오다니 참으로 안타깝고 아깝다. 생긴 것만 멋지지 고통은 소비자 몫...",다른버전 사이즈 없어서 못샀는데 이거라도 사이즈가 있어서 구입했어요,딱 좋아요가격도 좋고무난하게 신으면 더 이쁜듯,이런 코멘트는 다들 없었는데 사이즈 문제인지 모르겟지만 앞에 벨크로 맞게 붙이면 볼이 아픕니다 신발은 뭐 간지 대단합니다,다른 제품 정리하고~ 이 제품으로 선택!!,실물 굿입니다~,아주 만족해요 이뻐요 굿굿굿,좋아요 귀엽네요ㅡ,유니크한 디자인이 아주 맘에 들어요,발볼은 조금 넓은 편이라 반사이즈 업해서 신어서 이번에도 반사이즈 업해서 260mm 주문 했는데 생각보다 많이 크네요! 정사이즈 추천 드리고 발볼이 없으신 분들은 반사이즈 다운 추천 합니다! 생각보다 조금 크게 나온 듯 하네요! 나머지는 모든게 만족 합니다,리뷰보고 세일해서구매했는데 이쁘네요.ㅎ약간 무거운거 빼고는 다만족합니다.,깔끔하고 이쁘네요,"동생 신발 사줬는데 발등 높고 발볼러이신분들은 반업 하는게 맞을서 같습니다 신발은 화면, 실물 다 이뻐요근데 이게 원래 이런 디자인인지 잘 모르겠지만 바깥쪽 무늬 있는 부분의 굵기가 서로 달라 로고의 가림정도도 다릅니다 마치 짭같음(틀린그림찾기임) 한번 반품하고 또 다시 받아본 제품도 그렇습니다 이젠 귀찮아서 걍 줌","마감상태 좋음, 배송 빨리옴쿠션감은 그리 좋지 않음발볼이 넓은 사람은 발등에 있는 밸크로 양 옆이 생각보다 불편할 수 있음밸크로를 느슨하게해서 신으면 신을만하지만 아주 편한건 아님발볼 넓은 사람은 이점 고려해서 사는게 좋을 듯함디자인과 색감이 강점이나 편안함은 부족한듯함",정말 만족합니다,친구한데생일선물했는데편하고이쁘다고하네요,포인트 되고 이뻐요,이쁘고 자주신게되네요,그냥 정사이즈사세요 한치수 업했더니 크네여 ㅠ,기다리다 재 입고 되어서 샀어요~ 이뿌네요~!,레거시 312. 로우 아기 너무 만족합니다 잘신을게요,예쁘네요 색도좋구요,좋은 상품 선착구매 성공....잘 쓸께요,불편해서 손이 잘 안가요,아주 잘 신고있어요,처음구매해보았는데 이쁘고 편하네요다른색 나오면 구매하고 싶네요,실물이 살짝 아쉬워요 위쪽 끈구멍 하나만 더 있었어도 더 예뻤을거 같은데 아쉽네용,맘에 들어요,매우 가지고 싶어했던 운동화라서 선착순 구매라서 바로 구매했습니다. 매우 만족합니다.,"조던 1 하이, 로우 처럼 반업 해야됨",애타게찾던모델인데 나이키코리아에서 만날줄은 꿈에도 몰랐음,굿굿 선착숫구매 좋아요ㅎ,포인트 색깔이 상당히 이쁘고 좋음..,시카고 컬러웨이가 신발 디자인과 딱이에요!!,마음에들어요,정가에 잘 구입네요. 박스도 상태도 깨끗하고 단지 신발 주변에 본드가 찔끔 찔끔 묻어있는게 좀 그렇네요.  그거 말곤 만족 하네요.,맘에들어요 최고,특이하네요.전시용~^^,유행보다 제눈에 이쁜걸 사는걸 좋아하는데조던 312 이쁘네요,피드백은 하면 뭐해? 도움도 안주는디요.어서 개가 짖겠지….,시카고 다음으로 두번째~~GOT`EM,아주좋습니다,오오오  완전 이뻐요 ~~,블랙 레드 화이트 나이키의 정석조합,잘신을게요~~,실물 깡패에요~너무 맘에 들어요~,그냥 팔았네요,완전 시카고 조던 같아요,토박스 주름이 좀 예쁘게 지지 않습니다,전체적으로 시카고맛 이네요^^,빨강이 강렬하지만 제품명처럼 운동 시 접지력이 좋은듯합니다,어디에나 특별한 연출 가능!,시카고 컬러는 다 멋져,아주이쁩니다,정말 너무 이쁘네요 마음에듭니다!,뭐 대용이라 생각말고 신발자체로도 꽤 괜찮은 느낌,훨씬괜찮네요,312 was better,신발 이쁘게 잘나왔네여  제눈에는 이쁩니다,반업은 꼭하세요 앞이 좁아요,레거시도 시카고 컬러는 대존예네요. 발등쪽 스트랩이 살짝 유치해보일수도 있지만 나름 포인트주기 좋아요. 로우지만 반업 강추,가죽퀄 좋고 색이 잘 빠졌어요 반바지에 어울릴것 같아요~,굿굿굿굿굿,혼종은 기대안했는데 너무 멋있습니다!,이번 레거시는 너무 멋지네요,시카고 컬러의 레거시는 역시 진리네요!!너무이쁘고 튀는 컬러라 너무좋네요!!,처음 신어 보는 라인이라 어색하지만 이쁘네요~,조던 3 같고 에어 예쁘네요 게다가 색상이 무려 시카고라니 매력 넘치는 신발~ 은근 코디하기 쉽고 어디든 잘어울려요 신발로만 포인트 주기 딱 좋음,독특하고 혼종인데 시카고!,조던 시리즈 합쳐 놓은 색다른 멋짐이 있네요,색감이 아주 좋아요 시카고 스탈,아주 조아요 ㅎㅎ,이쁘네요^^,아주이쁘고 마음에듭니다,넘무 맘에들어요,반바지랑 잘 어울릴둣,색감 미쳤고 이쁩니다!,기대안하고 삿는데 너무 멋잇어요,정말 실물이 훨씬 이쁩니다!,"바로 실착누군가에게는 끔찍한 혼종누군가에게는 디자인적 새로움전통과 혁신 그리고 조화셋 다 모두 좋아하는 저에게, 이 제품은 최고입니다.",조던 1 신다가 신으면 발이 너무 편합니다.ㅎㅎㅎㅎㅎㅎ색도 시카고 컬러에 조3 느낌도 있어서 잘 신고 다녀요~~~~,시카고 예쁩니다,"조던1, 2, 3이 심심하면 312 레거시도 좋은선택인 것 같아요",감사합니다,시카고맛 이네여^^전체적으로 이뻐서 무난해요~~,반바지에 신으면 진짜 이쁠것 같아요^^,시카고 맛 편하고 좋습니다.,어쩌다 선착 성공했는데 기대 이상입니다^^,믹스 디자인이어도 시카고는 시카고입니다~,조던1과 조던3가 적절하게 잘 섞여있어요. 앞쪽의 스트랩도 포인트가 되는듯하여 마음에 듭니다.,아주아주좋아요,남친 선물로 구매했는데 완전 맘에들어하네요 행복..,시카고컬러는 무적이구나..실물이 훨씬 이쁜 레거시~,영롱한 자태... 크으 영롱하네요,잘신을게요 감사합니다,시카고 컬러조합에 영롱보스 그자체네요.,정사이즈 잘맞고 제품 상태도 좋았어요
